metric,value
sample_cycles,479
link_reset,2
link_train,32
link_active,908
link_retrain,16
link_degraded,0
link_transitions,6
link_recoveries,1
credit_zero,118
credit_low,24
credit_mid,119
credit_high,697
backpressure,434
crc_error,32
resend_request,35
lane_fault,3
retry_backpressure_cross,38
latency_low,2
latency_nominal,4
latency_high,0
e2e_updates,65
e2e_mismatch,32
expected_empty,0
power_reset_proxy,9
power_idle_proxy,32
covered_bins,20
total_bins,23
