metric,value
sample_cycles,453
link_reset,2
link_train,32
link_active,872
link_retrain,0
link_degraded,0
link_transitions,4
link_recoveries,0
credit_zero,0
credit_low,0
credit_mid,0
credit_high,906
backpressure,366
crc_error,0
resend_request,0
lane_fault,0
retry_backpressure_cross,0
latency_low,0
latency_nominal,12
latency_high,0
e2e_updates,96
e2e_mismatch,0
expected_empty,0
power_reset_proxy,9
power_idle_proxy,63
covered_bins,9
total_bins,23
