program,source,optimizer,mutation,detected,status,rtl_status,rtl_retires,spike_retires,matched_retires,matched_register_writes,matched_memory_accesses,rtl_suffix_retires,terminal_relation,first_mismatch
operand_corner_matrix_Os,operand_corner_matrix,-Os,RV32_BUG_ALU_RESULT,1,PASS,FAIL,33317,153,153,96,34,33164,spike_mailbox_fault_rtl_mailbox_accept,"index=1:register:rtl=(2,16129):spike=(2,16128)"
