metric,value
power_mode,none
run_cycles,138
crypto_only_cycles,0
sleep_cycles,24
deep_sleep_cycles,8
trans_run_to_crypto_only,0
trans_crypto_only_to_run,0
trans_run_to_sleep,2
trans_sleep_to_run,1
trans_run_to_deep_sleep,0
trans_deep_sleep_to_run,1
illegal_activity_violations,0
resume_events,1
resume_violations,0
